Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Jun 2019,COD,86791000,Lomami,current,2019-07-01,2019-12-31,4,62792,0.02
Jun 2019,COD,86791000,Lomami,current,2019-07-01,2019-12-31,5,0,0
Jun 2019,COD,86791000,Lomami,first projection,2020-01-01,2020-05-31,all,3139586,1.0
Jun 2019,COD,86791000,Lomami,first projection,2020-01-01,2020-05-31,3+,439542,0.14
Jun 2019,COD,86791000,Lomami,first projection,2020-01-01,2020-05-31,1,941876,0.3
Jun 2019,COD,86791000,Lomami,first projection,2020-01-01,2020-05-31,2,1758168,0.56
Jun 2019,COD,86791000,Lomami,first projection,2020-01-01,2020-05-31,3,376750,0.12
Jun 2019,COD,86791000,Lomami,first projection,2020-01-01,2020-05-31,4,62792,0.02
Jun 2019,COD,86791000,Lomami,first projection,2020-01-01,2020-05-31,5,0,0
Jun 2019,COD,86791000,Kasai Oriental,current,2019-07-01,2019-12-31,all,1918622,1.0
Jun 2019,COD,86791000,Kasai Oriental,current,2019-07-01,2019-12-31,3+,613959,0.32
Jun 2019,COD,86791000,Kasai Oriental,current,2019-07-01,2019-12-31,1,422097,0.22
Jun 2019,COD,86791000,Kasai Oriental,current,2019-07-01,2019-12-31,2,882566,0.46
Jun 2019,COD,86791000,Kasai Oriental,current,2019-07-01,2019-12-31,3,383724,0.2
Jun 2019,COD,86791000,Kasai Oriental,current,2019-07-01,2019-12-31,4,230235,0.12
Jun 2019,COD,86791000,Kasai Oriental,current,2019-07-01,2019-12-31,5,0,0
Jun 2019,COD,86791000,Kasai Oriental,first projection,2020-01-01,2020-05-31,all,1918622,1.0
Jun 2019,COD,86791000,Kasai Oriental,first projection,2020-01-01,2020-05-31,3+,844193,0.44
Jun 2019,COD,86791000,Kasai Oriental,first projection,2020-01-01,2020-05-31,1,364538,0.19
Jun 2019,COD,86791000,Kasai Oriental,first projection,2020-01-01,2020-05-31,2,709890,0.37
Jun 2019,COD,86791000,Kasai Oriental,first projection,2020-01-01,2020-05-31,3,556400,0.29
Jun 2019,COD,86791000,Kasai Oriental,first projection,2020-01-01,2020-05-31,4,287793,0.15
Jun 2019,COD,86791000,Kasai Oriental,first projection,2020-01-01,2020-05-31,5,0,0
Jun 2019,COD,86791000,Kongo Central,current,2019-07-01,2019-12-31,all,1009203,1.0
Jun 2019,COD,86791000,Kongo Central,current,2019-07-01,2019-12-31,3+,100920,0.1
Jun 2019,COD,86791000,Kongo Central,current,2019-07-01,2019-12-31,1,282577,0.28
Jun 2019,COD,86791000,Kongo Central,current,2019-07-01,2019-12-31,2,625706,0.62
Jun 2019,COD,86791000,Kongo Central,current,2019-07-01,2019-12-31,3,100920,0.1
Jun 2019,COD,86791000,Kongo Central,current,2019-07-01,2019-12-31,4,0,0
Jun 2019,COD,86791000,Kongo Central,current,2019-07-01,2019-12-31,5,0,0
Jun 2019,COD,86791000,Kongo Central,first projection,2020-01-01,2020-05-31,all,675217,1.0
Jun 2019,COD,86791000,Kongo Central,first projection,2020-01-01,2020-05-31,3+,33761,0.05
Jun 2019,COD,86791000,Kongo Central,first projection,2020-01-01,2020-05-31,1,303848,0.45
Jun 2019,COD,86791000,Kongo Central,first projection,2020-01-01,2020-05-31,2,337609,0.5
Jun 2019,COD,86791000,Kongo Central,first projection,2020-01-01,2020-05-31,3,33761,0.05
Jun 2019,COD,86791000,Kongo Central,first projection,2020-01-01,2020-05-31,4,0,0
Jun 2019,COD,86791000,Kongo Central,first projection,2020-01-01,2020-05-31,5,0,0
Jun 2019,COD,86791000,Ituri,current,2019-07-01,2019-12-31,all,5058661,1.0
Jun 2019,COD,86791000,Ituri,current,2019-07-01,2019-12-31,3+,2225811,0.44
Jun 2019,COD,86791000,Ituri,current,2019-07-01,2019-12-31,1,1163492,0.23
Jun 2019,COD,86791000,Ituri,current,2019-07-01,2019-12-31,2,1669358,0.33
Jun 2019,COD,86791000,Ituri,current,2019-07-01,2019-12-31,3,1568185,0.31
Jun 2019,COD,86791000,Ituri,current,2019-07-01,2019-12-31,4,657626,0.13
Jun 2019,COD,86791000,Ituri,current,2019-07-01,2019-12-31,5,0,0
Jun 2019,COD,86791000,Ituri,first projection,2020-01-01,2020-05-31,all,5058661,1.0
Jun 2019,COD,86791000,Ituri,first projection,2020-01-01,2020-05-31,3+,2276397,0.45
Jun 2019,COD,86791000,Ituri,first projection,2020-01-01,2020-05-31,1,758799,0.15
Jun 2019,COD,86791000,Ituri,first projection,2020-01-01,2020-05-31,2,2023464,0.4
Jun 2019,COD,86791000,Ituri,first projection,2020-01-01,2020-05-31,3,1517598,0.3
Jun 2019,COD,86791000,Ituri,first projection,2020-01-01,2020-05-31,4,758799,0.15
Jun 2019,COD,86791000,Ituri,first projection,2020-01-01,2020-05-31,5,0,0
Jun 2019,COD,86791000,Kwilu,current,2019-07-01,2019-12-31,all,493720,1.0
Jun 2019,COD,86791000,Kwilu,current,2019-07-01,2019-12-31,3+,74058,0.15
Jun 2019,COD,86791000,Kwilu,current,2019-07-01,2019-12-31,1,172802,0.35
Jun 2019,COD,86791000,Kwilu,current,2019-07-01,2019-12-31,2,246860,0.5
Jun 2019,COD,86791000,Kwilu,current,2019-07-01,2019-12-31,3,74058,0.15
Jun 2019,COD,86791000,Kwilu,current,2019-07-01,2019-12-31,4,0,0
Jun 2019,COD,86791000,Kwilu,current,2019-07-01,2019-12-31,5,0,0
Jun 2019,COD,86791000,Kwilu,first projection,2020-01-01,2020-05-31,all,493720,1.0
Jun 2019,COD,86791000,Kwilu,first projection,2020-01-01,2020-05-31,3+,74058,0.15
Jun 2019,COD,86791000,Kwilu,first projection,2020-01-01,2020-05-31,1,172802,0.35
Jun 2019,COD,86791000,Kwilu,first projection,2020-01-01,2020-05-31,2,246860,0.5
Jun 2019,COD,86791000,Kwilu,first projection,2020-01-01,2020-05-31,3,74058,0.15
Jun 2019,COD,86791000,Kwilu,first projection,2020-01-01,2020-05-31,4,0,0
Jun 2019,COD,86791000,Kwilu,first projection,2020-01-01,2020-05-31,5,0,0
Jun 2019,COD,86791000,Kwango,current,2019-07-01,2019-12-31,all,2242272,1.0
Jun 2019,COD,86791000,Kwango,current,2019-07-01,2019-12-31,3+,538146,0.24
Jun 2019,COD,86791000,Kwango,current,2019-07-01,2019-12-31,1,426032,0.19
Jun 2019,COD,86791000,Kwango,current,2019-07-01,2019-12-31,2,1278095,0.57
Jun 2019,COD,86791000,Kwango,current,2019-07-01,2019-12-31,3,515723,0.23
Jun 2019,COD,86791000,Kwango,current,2019-07-01,2019-12-31,4,22423,0.01
Jun 2019,COD,86791000,Kwango,current,2019-07-01,2019-12-31,5,0,0
Jun 2019,COD,86791000,Kwango,first projection,2020-01-01,2020-05-31,all,793569,1.0
Jun 2019,COD,86791000,Kwango,first projection,2020-01-01,2020-05-31,3+,238071,0.3
Jun 2019,COD,86791000,Kwango,first projection,2020-01-01,2020-05-31,1,134907,0.17
Jun 2019,COD,86791000,Kwango,first projection,2020-01-01,2020-05-31,2,420592,0.53
Jun 2019,COD,86791000,Kwango,first projection,2020-01-01,2020-05-31,3,158714,0.2
Jun 2019,COD,86791000,Kwango,first projection,2020-01-01,2020-05-31,4,79357,0.1
Jun 2019,COD,86791000,Kwango,first projection,2020-01-01,2020-05-31,5,0,0
Jun 2019,COD,86791000,Tshopo,current,2019-07-01,2019-12-31,all,1994087,1.0
Jun 2019,COD,86791000,Tshopo,current,2019-07-01,2019-12-31,3+,598226,0.3
Jun 2019,COD,86791000,Tshopo,current,2019-07-01,2019-12-31,1,319054,0.16
Jun 2019,COD,86791000,Tshopo,current,2019-07-01,2019-12-31,2,1076807,0.54
Jun 2019,COD,86791000,Tshopo,current,2019-07-01,2019-12-31,3,498522,0.25
Jun 2019,COD,86791000,Tshopo,current,2019-07-01,2019-12-31,4,99704,0.05
Jun 2019,COD,86791000,Tshopo,current,2019-07-01,2019-12-31,5,0,0
Jun 2019,COD,86791000,Tshopo,first projection,2020-01-01,2020-05-31,all,1639372,1.0
Jun 2019,COD,86791000,Tshopo,first projection,2020-01-01,2020-05-31,3+,475418,0.29
Jun 2019,COD,86791000,Tshopo,first projection,2020-01-01,2020-05-31,1,278693,0.17
Jun 2019,COD,86791000,Tshopo,first projection,2020-01-01,2020-05-31,2,885261,0.54
Jun 2019,COD,86791000,Tshopo,first projection,2020-01-01,2020-05-31,3,393449,0.24
Jun 2019,COD,86791000,Tshopo,first projection,2020-01-01,2020-05-31,4,81969,0.05
Jun 2019,COD,86791000,Tshopo,first projection,2020-01-01,2020-05-31,5,0,0
Jun 2018,COD,84930565,Maniema,current,2018-08-01,2019-06-30,all,1257194,1.0
Jun 2018,COD,84930565,Maniema,current,2018-08-01,2019-06-30,3+,286916,0.22
Jun 2018,COD,84930565,Maniema,current,2018-08-01,2019-06-30,1,274167,0.22
Jun 2018,COD,84930565,Maniema,current,2018-08-01,2019-06-30,2,696112,0.55
Jun 2018,COD,84930565,Maniema,current,2018-08-01,2019-06-30,3,219827,0.17
Jun 2018,COD,84930565,Maniema,current,2018-08-01,2019-06-30,4,67089,0.05
Jun 2018,COD,84930565,Maniema,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Nord-Kivu,current,2018-08-01,2019-06-30,all,6376843,1.0
Jun 2018,COD,84930565,Nord-Kivu,current,2018-08-01,2019-06-30,3+,1619157,0.26
Jun 2018,COD,84930565,Nord-Kivu,current,2018-08-01,2019-06-30,1,2001272,0.31
Jun 2018,COD,84930565,Nord-Kivu,current,2018-08-01,2019-06-30,2,2756424,0.43
Jun 2018,COD,84930565,Nord-Kivu,current,2018-08-01,2019-06-30,3,1117709,0.18
Jun 2018,COD,84930565,Nord-Kivu,current,2018-08-01,2019-06-30,4,501448,0.08
Jun 2018,COD,84930565,Nord-Kivu,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Kongo Central,current,2018-08-01,2019-06-30,all,819309,1.0
Jun 2018,COD,84930565,Kongo Central,current,2018-08-01,2019-06-30,3+,59819,0.07
Jun 2018,COD,84930565,Kongo Central,current,2018-08-01,2019-06-30,1,290018,0.35
Jun 2018,COD,84930565,Kongo Central,current,2018-08-01,2019-06-30,2,469473,0.57
Jun 2018,COD,84930565,Kongo Central,current,2018-08-01,2019-06-30,3,59819,0.07
Jun 2018,COD,84930565,Kongo Central,current,2018-08-01,2019-06-30,4,0,0
Jun 2018,COD,84930565,Kongo Central,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Equateur,current,2018-08-01,2019-06-30,all,1162116,1.0
Jun 2018,COD,84930565,Equateur,current,2018-08-01,2019-06-30,3+,161865,0.14
Jun 2018,COD,84930565,Equateur,current,2018-08-01,2019-06-30,1,202288,0.17
Jun 2018,COD,84930565,Equateur,current,2018-08-01,2019-06-30,2,797967,0.69
Jun 2018,COD,84930565,Equateur,current,2018-08-01,2019-06-30,3,161865,0.14
Jun 2018,COD,84930565,Equateur,current,2018-08-01,2019-06-30,4,0,0
Jun 2018,COD,84930565,Equateur,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Ituri,current,2018-08-01,2019-06-30,all,5077384,1.0
Jun 2018,COD,84930565,Ituri,current,2018-08-01,2019-06-30,3+,2887977,0.57
Jun 2018,COD,84930565,Ituri,current,2018-08-01,2019-06-30,1,573436,0.11
Jun 2018,COD,84930565,Ituri,current,2018-08-01,2019-06-30,2,1615974,0.32
Jun 2018,COD,84930565,Ituri,current,2018-08-01,2019-06-30,3,2171438,0.43
Jun 2018,COD,84930565,Ituri,current,2018-08-01,2019-06-30,4,716539,0.14
Jun 2018,COD,84930565,Ituri,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Mongala,current,2018-08-01,2019-06-30,all,2381882,1.0
Jun 2018,COD,84930565,Mongala,current,2018-08-01,2019-06-30,3+,33643,0.01
Jun 2018,COD,84930565,Mongala,current,2018-08-01,2019-06-30,1,846212,0.36
Jun 2018,COD,84930565,Mongala,current,2018-08-01,2019-06-30,2,1502028,0.63
Jun 2018,COD,84930565,Mongala,current,2018-08-01,2019-06-30,3,33643,0.01
Jun 2018,COD,84930565,Mongala,current,2018-08-01,2019-06-30,4,0,0
Jun 2018,COD,84930565,Mongala,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Lualaba,current,2018-08-01,2019-06-30,all,2171930,1.0
Jun 2018,COD,84930565,Lualaba,current,2018-08-01,2019-06-30,3+,121320,0.06
Jun 2018,COD,84930565,Lualaba,current,2018-08-01,2019-06-30,1,755278,0.34
Jun 2018,COD,84930565,Lualaba,current,2018-08-01,2019-06-30,2,1314304,0.6
Jun 2018,COD,84930565,Lualaba,current,2018-08-01,2019-06-30,3,121320,0.06
Jun 2018,COD,84930565,Lualaba,current,2018-08-01,2019-06-30,4,0,0
Jun 2018,COD,84930565,Lualaba,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Haut-Lomami,current,2018-08-01,2019-06-30,all,3774202,1.0
Jun 2018,COD,84930565,Haut-Lomami,current,2018-08-01,2019-06-30,3+,353699,0.09
Jun 2018,COD,84930565,Haut-Lomami,current,2018-08-01,2019-06-30,1,2170886,0.58
Jun 2018,COD,84930565,Haut-Lomami,current,2018-08-01,2019-06-30,2,1249622,0.33
Jun 2018,COD,84930565,Haut-Lomami,current,2018-08-01,2019-06-30,3,305706,0.08
Jun 2018,COD,84930565,Haut-Lomami,current,2018-08-01,2019-06-30,4,47993,0.01
Jun 2018,COD,84930565,Haut-Lomami,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Tanganyika,current,2018-08-01,2019-06-30,all,2925673,1.0
Jun 2018,COD,84930565,Tanganyika,current,2018-08-01,2019-06-30,3+,1551383,0.53
Jun 2018,COD,84930565,Tanganyika,current,2018-08-01,2019-06-30,1,462219,0.16
Jun 2018,COD,84930565,Tanganyika,current,2018-08-01,2019-06-30,2,912077,0.31
Jun 2018,COD,84930565,Tanganyika,current,2018-08-01,2019-06-30,3,948210,0.32
Jun 2018,COD,84930565,Tanganyika,current,2018-08-01,2019-06-30,4,603173,0.21
Jun 2018,COD,84930565,Tanganyika,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Haut-Katanga,current,2018-08-01,2019-06-30,all,2784163,1.0
Jun 2018,COD,84930565,Haut-Katanga,current,2018-08-01,2019-06-30,3+,533000,0.2
Jun 2018,COD,84930565,Haut-Katanga,current,2018-08-01,2019-06-30,1,906242,0.32
Jun 2018,COD,84930565,Haut-Katanga,current,2018-08-01,2019-06-30,2,1344925,0.48
Jun 2018,COD,84930565,Haut-Katanga,current,2018-08-01,2019-06-30,3,323685,0.12
Jun 2018,COD,84930565,Haut-Katanga,current,2018-08-01,2019-06-30,4,209315,0.08
Jun 2018,COD,84930565,Haut-Katanga,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Bas Uélé,current,2018-08-01,2019-06-30,all,1205277,1.0
Jun 2018,COD,84930565,Bas Uélé,current,2018-08-01,2019-06-30,3+,64392,0.05
Jun 2018,COD,84930565,Bas Uélé,current,2018-08-01,2019-06-30,1,178556,0.15
Jun 2018,COD,84930565,Bas Uélé,current,2018-08-01,2019-06-30,2,962330,0.8
Jun 2018,COD,84930565,Bas Uélé,current,2018-08-01,2019-06-30,3,64392,0.05
Jun 2018,COD,84930565,Bas Uélé,current,2018-08-01,2019-06-30,4,0,0
Jun 2018,COD,84930565,Bas Uélé,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Tshopo,current,2018-08-01,2019-06-30,all,1893426,1.0
Jun 2018,COD,84930565,Tshopo,current,2018-08-01,2019-06-30,3+,250131,0.13
Jun 2018,COD,84930565,Tshopo,current,2018-08-01,2019-06-30,1,422505,0.22
Jun 2018,COD,84930565,Tshopo,current,2018-08-01,2019-06-30,2,1220789,0.64
Jun 2018,COD,84930565,Tshopo,current,2018-08-01,2019-06-30,3,250131,0.13
Jun 2018,COD,84930565,Tshopo,current,2018-08-01,2019-06-30,4,0,0
Jun 2018,COD,84930565,Tshopo,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Kasai,current,2018-08-01,2019-06-30,all,3811044,1.0
Jun 2018,COD,84930565,Kasai,current,2018-08-01,2019-06-30,3+,2177844,0.57
Jun 2018,COD,84930565,Kasai,current,2018-08-01,2019-06-30,1,652453,0.17
Jun 2018,COD,84930565,Kasai,current,2018-08-01,2019-06-30,2,980753,0.26
Jun 2018,COD,84930565,Kasai,current,2018-08-01,2019-06-30,3,1463491,0.38
Jun 2018,COD,84930565,Kasai,current,2018-08-01,2019-06-30,4,714353,0.19
Jun 2018,COD,84930565,Kasai,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Kasai Central,current,2018-08-01,2019-06-30,all,3388728,1.0
Jun 2018,COD,84930565,Kasai Central,current,2018-08-01,2019-06-30,3+,961078,0.28
Jun 2018,COD,84930565,Kasai Central,current,2018-08-01,2019-06-30,1,541802,0.16
Jun 2018,COD,84930565,Kasai Central,current,2018-08-01,2019-06-30,2,1885857,0.56
Jun 2018,COD,84930565,Kasai Central,current,2018-08-01,2019-06-30,3,722274,0.21
Jun 2018,COD,84930565,Kasai Central,current,2018-08-01,2019-06-30,4,238804,0.07
Jun 2018,COD,84930565,Kasai Central,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Sud-Kivu,current,2018-08-01,2019-06-30,all,5750643,1.0
Jun 2018,COD,84930565,Sud-Kivu,current,2018-08-01,2019-06-30,3+,745948,0.13
Jun 2018,COD,84930565,Sud-Kivu,current,2018-08-01,2019-06-30,1,2098030,0.36
Jun 2018,COD,84930565,Sud-Kivu,current,2018-08-01,2019-06-30,2,2906676,0.51
Jun 2018,COD,84930565,Sud-Kivu,current,2018-08-01,2019-06-30,3,633784,0.11
Jun 2018,COD,84930565,Sud-Kivu,current,2018-08-01,2019-06-30,4,112164,0.02
Jun 2018,COD,84930565,Sud-Kivu,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Lomami,current,2018-08-01,2019-06-30,all,3042353,1.0
Jun 2018,COD,84930565,Lomami,current,2018-08-01,2019-06-30,3+,379160,0.12
Jun 2018,COD,84930565,Lomami,current,2018-08-01,2019-06-30,1,1187142,0.39
Jun 2018,COD,84930565,Lomami,current,2018-08-01,2019-06-30,2,1476054,0.49
Jun 2018,COD,84930565,Lomami,current,2018-08-01,2019-06-30,3,338256,0.11
Jun 2018,COD,84930565,Lomami,current,2018-08-01,2019-06-30,4,40904,0.01
Jun 2018,COD,84930565,Lomami,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Kasai Oriental,current,2018-08-01,2019-06-30,all,1853742,1.0
Jun 2018,COD,84930565,Kasai Oriental,current,2018-08-01,2019-06-30,3+,322473,0.18
Jun 2018,COD,84930565,Kasai Oriental,current,2018-08-01,2019-06-30,1,351599,0.19
Jun 2018,COD,84930565,Kasai Oriental,current,2018-08-01,2019-06-30,2,1199296,0.64
Jun 2018,COD,84930565,Kasai Oriental,current,2018-08-01,2019-06-30,3,220377,0.12
Jun 2018,COD,84930565,Kasai Oriental,current,2018-08-01,2019-06-30,4,102096,0.06
Jun 2018,COD,84930565,Kasai Oriental,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Sankuru,current,2018-08-01,2019-06-30,all,1911392,1.0
Jun 2018,COD,84930565,Sankuru,current,2018-08-01,2019-06-30,3+,199875,0.1
Jun 2018,COD,84930565,Sankuru,current,2018-08-01,2019-06-30,1,364914,0.19
Jun 2018,COD,84930565,Sankuru,current,2018-08-01,2019-06-30,2,1346610,0.7
Jun 2018,COD,84930565,Sankuru,current,2018-08-01,2019-06-30,3,199875,0.1
Jun 2018,COD,84930565,Sankuru,current,2018-08-01,2019-06-30,4,0,0
Jun 2018,COD,84930565,Sankuru,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Haut Uélé,current,2018-08-01,2019-06-30,all,1461651,1.0
Jun 2018,COD,84930565,Haut Uélé,current,2018-08-01,2019-06-30,3+,133268,0.09
Jun 2018,COD,84930565,Haut Uélé,current,2018-08-01,2019-06-30,1,575081,0.39
Jun 2018,COD,84930565,Haut Uélé,current,2018-08-01,2019-06-30,2,753309,0.52
Jun 2018,COD,84930565,Haut Uélé,current,2018-08-01,2019-06-30,3,133268,0.09
Jun 2018,COD,84930565,Haut Uélé,current,2018-08-01,2019-06-30,4,0,0
Jun 2018,COD,84930565,Haut Uélé,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Sud Ubangi,current,2018-08-01,2019-06-30,all,1827876,1.0
Jun 2018,COD,84930565,Sud Ubangi,current,2018-08-01,2019-06-30,3+,199058,0.11
Jun 2018,COD,84930565,Sud Ubangi,current,2018-08-01,2019-06-30,1,417200,0.23
Jun 2018,COD,84930565,Sud Ubangi,current,2018-08-01,2019-06-30,2,1211621,0.66
Jun 2018,COD,84930565,Sud Ubangi,current,2018-08-01,2019-06-30,3,179341,0.1
Jun 2018,COD,84930565,Sud Ubangi,current,2018-08-01,2019-06-30,4,19717,0.01
Jun 2018,COD,84930565,Sud Ubangi,current,2018-08-01,2019-06-30,5,0,0
Jun 2018,COD,84930565,Nord Ubangi,current,2018-08-01,2019-06-30,all,1344078,1.0
Jun 2018,COD,84930565,Nord Ubangi,current,2018-08-01,2019-06-30,3+,99050,0.07
Jun 2018,COD,84930565,Nord Ubangi,current,2018-08-01,2019-06-30,1,485343,0.36
Jun 2018,COD,84930565,Nord Ubangi,current,2018-08-01,2019-06-30,2,759685,0.57
Jun 2018,COD,84930565,Nord Ubangi,current,2018-08-01,2019-06-30,3,99050,0.07
Jun 2018,COD,84930565,Nord Ubangi,current,2018-08-01,2019-06-30,4,0,0
Jun 2018,COD,84930565,Nord Ubangi,current,2018-08-01,2019-06-30,5,0,0
Apr 2024,DJI,1181675,Ali Sabieh,current,2024-04-01,2024-06-30,all,71576,1.0
Apr 2024,DJI,1181675,Ali Sabieh,current,2024-04-01,2024-06-30,3+,17929,0.25
Apr 2024,DJI,1181675,Ali Sabieh,current,2024-04-01,2024-06-30,1,21365,0.3
Apr 2024,DJI,1181675,Ali Sabieh,current,2024-04-01,2024-06-30,2,32283,0.45
Apr 2024,DJI,1181675,Ali Sabieh,current,2024-04-01,2024-06-30,3,16393,0.23
Apr 2024,DJI,1181675,Ali Sabieh,current,2024-04-01,2024-06-30,4,1536,0.02
Apr 2024,DJI,1181675,Ali Sabieh,current,2024-04-01,2024-06-30,5,0,0
Apr 2024,DJI,1181675,Ali Sabieh,first projection,2024-07-01,2024-12-31,all,71576,1.0
Apr 2024,DJI,1181675,Ali Sabieh,first projection,2024-07-01,2024-12-31,3+,26729,0.37
Apr 2024,DJI,1181675,Ali Sabieh,first projection,2024-07-01,2024-12-31,1,21414,0.3
Apr 2024,DJI,1181675,Ali Sabieh,first projection,2024-07-01,2024-12-31,2,23433,0.33
Apr 2024,DJI,1181675,Ali Sabieh,first projection,2024-07-01,2024-12-31,3,20764,0.29
Apr 2024,DJI,1181675,Ali Sabieh,first projection,2024-07-01,2024-12-31,4,5965,0.08
Apr 2024,DJI,1181675,Ali Sabieh,first projection,2024-07-01,2024-12-31,5,0,0
Apr 2024,DJI,1181675,Dikhil,current,2024-04-01,2024-06-30,all,106942,1.0
Apr 2024,DJI,1181675,Dikhil,current,2024-04-01,2024-06-30,3+,24255,0.23
Apr 2024,DJI,1181675,Dikhil,current,2024-04-01,2024-06-30,1,38670,0.36
Apr 2024,DJI,1181675,Dikhil,current,2024-04-01,2024-06-30,2,44017,0.41
Apr 2024,DJI,1181675,Dikhil,current,2024-04-01,2024-06-30,3,20148,0.19
Apr 2024,DJI,1181675,Dikhil,current,2024-04-01,2024-06-30,4,4107,0.04
Apr 2024,DJI,1181675,Dikhil,current,2024-04-01,2024-06-30,5,0,0
Apr 2024,DJI,1181675,Dikhil,first projection,2024-07-01,2024-12-31,all,106942,1.0
Apr 2024,DJI,1181675,Dikhil,first projection,2024-07-01,2024-12-31,3+,29602,0.28
Apr 2024,DJI,1181675,Dikhil,first projection,2024-07-01,2024-12-31,1,34563,0.32
Apr 2024,DJI,1181675,Dikhil,first projection,2024-07-01,2024-12-31,2,42777,0.4
Apr 2024,DJI,1181675,Dikhil,first projection,2024-07-01,2024-12-31,3,21388,0.2
Apr 2024,DJI,1181675,Dikhil,first projection,2024-07-01,2024-12-31,4,8214,0.08
Apr 2024,DJI,1181675,Dikhil,first projection,2024-07-01,2024-12-31,5,0,0
Apr 2024,DJI,1181675,Arta,current,2024-04-01,2024-06-30,all,36950,1.0
Apr 2024,DJI,1181675,Arta,current,2024-04-01,2024-06-30,3+,8961,0.24
Apr 2024,DJI,1181675,Arta,current,2024-04-01,2024-06-30,1,13640,0.37
Apr 2024,DJI,1181675,Arta,current,2024-04-01,2024-06-30,2,14348,0.39
Apr 2024,DJI,1181675,Arta,current,2024-04-01,2024-06-30,3,7114,0.19
Apr 2024,DJI,1181675,Arta,current,2024-04-01,2024-06-30,4,1848,0.05
Apr 2024,DJI,1181675,Arta,current,2024-04-01,2024-06-30,5,0,0
Apr 2024,DJI,1181675,Arta,first projection,2024-07-01,2024-12-31,all,36950,1.0
Apr 2024,DJI,1181675,Arta,first projection,2024-07-01,2024-12-31,3+,10101,0.27
